,date,open,volume,adjclose,ticker,RSIadjclose15,RSIvolume15,RSIadjclose25,RSIvolume25,MACDadjclose15,MACDvolume15,MACDadjclose25,MACDvolume25,emaadjclose5,emavolume5,emaadjclose10,emavolume10,emaadjclose15,emavolume15,emaadjclose50,emavolume50
25,2022-02-08,13.989999771118164,123500,14.739999771118164,ASLE,45.766445778504846,50.81645966507946,40.64723170861139,50.80730755626762,-0.3140719706438446,-3922.919119363927,-0.3140719706438446,-3922.919119363927,-0.0389983883565601,-0.104070604658859,-0.0373303593302544,-0.0721765920191247,-0.0225480474201665,-0.0509098115271075,0.0733608597884336,-0.0607402764103535
26,2022-02-09,15.09000015258789,99300,14.979999542236328,ASLE,48.61197175287101,47.42016164983969,43.06895491462159,48.261432915038704,-0.2335711082376068,-4777.395510026778,-0.2335711082376068,-4777.395510026778,-0.036263285779611,0.0761818081546217,-0.0431620557668109,0.1259504879343978,-0.0334321263096309,0.1578404681958905,0.0539616563824086,0.1615682754384112
27,2022-02-10,14.489999771118164,126900,15.270000457763672,ASLE,51.88060652594056,51.39009400797674,45.84994678745827,51.16836309046146,-0.1473433702322015,-3414.4452986416,-0.1473433702322015,-3414.4452986416,-0.0363774239217422,-0.105254249804287,-0.0501822716420642,-0.097312163430782,-0.0453151514443531,-0.0822351167819508,0.0326141070986118,-0.0874947453142542
28,2022-02-11,15.270000457763672,71500,15.0600004196167,ASLE,49.44070485661755,44.21116404779445,44.22056223324558,45.7892221991267,-0.0934903445810864,-6304.914721781228,-0.0934903445810864,-6304.914721781228,-0.015293635775303,0.3920115216767924,-0.0302218357822846,0.4926379887421536,-0.0280024595124594,0.5502631918926454,0.0451694594022566,0.5952417178558717
29,2022-02-14,15.0,62900,14.81999969482422,ASLE,46.74859812221679,43.20726737601122,42.42568174878949,45.023852088260206,-0.0677955051753897,-9112.83576181787,-0.0677955051753897,-9112.83576181787,0.0004353829868759,0.3882228277677867,-0.0118774460360976,0.5700427023494373,-0.010728865694178,0.6669450070394853,0.0596602210095279,0.7814549576071719
30,2022-02-15,14.949999809265137,60100,15.5,ASLE,54.302328362232544,42.86771234002015,48.58492137992548,44.770056411184456,0.0027917561141972,-11405.10718072836,0.0027917561141972,-11405.10718072836,-0.0289698034169094,0.3019325109993766,-0.0451860203299375,0.5262459140826143,-0.0473630212937512,0.6515305461719747,0.0126553364287791,0.8305511483609228
31,2022-02-16,15.359999656677246,66000,15.770000457763672,ASLE,56.90305964057754,43.863700914826325,50.76348267190504,45.44504820823439,0.0777872450731269,-12629.924094963702,0.0777872450731269,-12629.924094963702,-0.0303966345319828,0.123698423344066,-0.0503456142410157,0.3189344558227081,-0.0557140996408258,0.4409070090427077,-0.004498855244796,0.640757598576376
32,2022-02-17,15.6899995803833,64400,15.119999885559082,ASLE,49.6191698787956,43.64263848695308,45.88760627756286,45.28869369298599,0.0873728747365749,-13559.83765010917,0.0873728747365749,-13559.83765010917,0.0075240578929602,0.1010775977299003,-0.0077894907203548,0.2877570112347383,-0.0132297920350372,0.4171176983263412,0.036795346688658,0.654795418888077
33,2022-02-18,15.09000015258789,81300,15.210000038146973,ASLE,50.55806256595642,46.68353046615705,46.62700907988368,47.28423118907988,0.1005608546659608,-12872.026874463772,0.1005608546659608,-12872.026874463772,0.0010415779896125,-0.0852037942287365,-0.0111768289869343,0.0164195054362676,-0.0166850940287103,0.1072211845103239,0.0294580819046319,0.2986210413726012
34,2022-02-22,15.149999618530272,149900,15.68000030517578,ASLE,55.22667738404802,56.81710619385232,50.31977299903296,54.32791461006008,0.144892380127672,-7051.444622807685,0.144892380127672,-7051.444622807685,-0.0193094326925132,-0.3358997930655827,-0.0333951670629211,-0.3671452773802432,-0.0403895387140191,-0.3495500532814998,-0.0013445367468475,-0.2840826377694892
35,2022-02-23,15.779999732971191,87800,15.369999885559082,ASLE,51.77194474673551,47.97343035792017,48.03631698991348,48.24877861476028,0.1545889969314817,-7087.213518972276,0.1545889969314817,-7087.213518972276,0.0003135332534869,0.0892074488949823,-0.0113723446229833,0.0658358938561958,-0.0184056029201859,0.0966929514403789,0.0180603750279813,0.2135612616283274
36,2022-02-24,14.829999923706056,75200,15.510000228881836,ASLE,53.18886288783225,46.403268424367866,49.122432219776734,47.13406969650048,0.1709713865748359,-7985.362660069863,0.1709713865748359,-7985.362660069863,-0.0058105022676837,0.1811384221008816,-0.0166059402618847,0.1999800813892237,-0.0238576818424635,0.2453914360958393,0.0085230189520287,0.4005484094121272
37,2022-02-25,15.539999961853027,101300,15.829999923706056,ASLE,56.33084350107028,50.032887970134176,51.53433281564242,49.64434927751519,0.2060938267913972,-6616.974795333503,0.2060938267913972,-6616.974795333503,-0.0172718714804177,-0.0821216890951871,-0.029851378360041,-0.0893417220818212,-0.0381413964222172,-0.0660488006406098,-0.0113987784695224,0.0381396316516281
38,2022-02-28,15.850000381469728,117900,15.65999984741211,ASLE,54.25793401632799,52.23705595906189,50.21695082771375,51.18016417750874,0.2182725131295022,-4206.376356490888,0.2182725131295022,-4206.376356490888,-0.0044024541903349,-0.140904309331877,-0.0158070660300931,-0.178003583947873,-0.0242372893734442,-0.1728532702865314,-0.0006406815408604,-0.103791233908898
39,2022-03-01,15.640000343322754,133500,15.550000190734863,ASLE,52.90815661868538,54.26827947692697,49.36636682659002,52.59548738247443,0.2168963902582437,-1079.5962296139624,0.2168963902582437,-1079.5962296139624,0.001760223975338,-0.1608620128350975,-0.0072367783647767,-0.2242285345094232,-0.0151679583226972,-0.2358200411680471,0.0061766125065615,-0.2003396250885062
40,2022-03-02,15.630000114440918,117300,16.25,ASLE,59.737372302533146,51.81646260705846,54.477617845490734,50.99623641687781,0.2669772827214061,138.8844938565453,0.2669772827214061,138.8844938565453,-0.0275950082507854,-0.0299805553480278,-0.0409106877088643,-0.0957998792630181,-0.0503925457579459,-0.1139959808946506,-0.0357088635859915,-0.0863750827468471
41,2022-03-03,16.280000686645508,66500,15.65999984741211,ASLE,52.820002676175086,44.98762256501506,50.04245382418144,46.38880588700181,0.2577714438483145,-2813.633846634373,0.2577714438483145,-2813.633846634373,0.0060272996974103,0.4740178532097878,-0.0039079688301973,0.4867588071934815,-0.0127885618411729,0.492477255803388,0.0005970310909611,0.5875694934088007
42,2022-03-04,15.489999771118164,70600,15.520000457763672,ASLE,51.30947164421666,45.60749398752992,49.05531010305934,46.79295231348648,0.23681863901656,-4776.988715772357,0.23681863901656,-4776.988715772357,0.0100681655960881,0.2589441665576099,0.0041542019936541,0.3276141464142397,-0.0033979252205789,0.3550781915305899,0.0092456232436324,0.4759471183337713
43,2022-03-07,15.579999923706056,215200,15.649999618530272,ASLE,52.65647733857587,61.8507965738915,50.00915000176543,58.33260661147588,0.2277459125372534,4914.693931046684,0.2277459125372534,4914.693931046684,0.0011185846446683,-0.3913213811680072,-0.0034256956705536,-0.4618257736432883,-0.0102168112092431,-0.4860132189507333,0.0008283567127145,-0.4955635012424513
44,2022-03-08,15.600000381469728,155700,15.529999732971191,ASLE,51.25412458606201,54.65502659338937,49.124755540164045,53.37116631137347,0.2087385690293928,7838.5253259241,0.2087385690293928,7838.5253259241,0.0059028004801787,-0.1058118656705421,0.0034975692610718,-0.2095896294694464,-0.002247685500473,-0.2533962050637321,0.0082259760792919,-0.2909212044154042
45,2022-03-09,15.739999771118164,72500,15.609999656677246,ASLE,52.16410354580908,46.54257742105052,49.7419747992754,47.4879485608376,0.1976753064954142,3579.596683276657,0.1976753064954142,3579.596683276657,0.0004984226534949,0.6135640691043367,-0.0013461305178719,0.570660880532244,-0.0064409462699233,0.5279715105190317,0.0029389465014752,0.502305572725776
46,2022-03-10,15.4399995803833,84900,15.449999809265137,ASLE,50.15767324626145,47.78028474396445,48.5157379465684,48.37148604649079,0.1743035213932504,1167.9333954863832,0.1743035213932504,1167.9333954863832,0.0072397077425391,0.2519308599141298,0.0073602869659021,0.2792121474968295,0.0033672876503849,0.2667042720677394,0.0128027963548503,0.271793932217446
47,2022-03-11,15.489999771118164,75100,14.850000381469728,ASLE,43.443780072017006,46.8615415607056,44.25420438661107,47.71061883929067,0.1072457491211995,-1497.8906243664824,0.1072457491211995,-1497.8906243664824,0.0319574811560295,0.2768657790209464,0.0393231868694578,0.3650236071932301,0.0384189228301004,0.3779999149298561,0.0516172546623728,0.4205869135055998
48,2022-03-14,14.970000267028809,123800,14.350000381469728,ASLE,38.80592210815532,51.79656781169948,41.11894705946756,51.16438616050777,0.0144658854835029,233.35717219809885,0.0144658854835029,233.35717219809885,0.0452761245737815,-0.1502820678272855,0.0618026214809905,-0.1406818504171654,0.0652756701356532,-0.1435636558172199,0.0847978338049711,-0.1328173551570755
49,2022-03-15,15.850000381469728,268200,15.220000267028809,ASLE,48.9633629550636,62.77844307293703,47.81942077544068,59.43911854928344,0.009663091410502,12877.931304722151,0.009663091410502,12877.931304722151,-0.0096490353389833,-0.4051825006140143,0.0009067602661403,-0.4936437250812846,0.0038349378476128,-0.5290884899940356,0.0218953437613459,-0.5761939904266534
50,2022-03-16,15.550000190734863,250900,15.550000190734863,ASLE,52.18861805753818,60.99469809383849,50.06465377446722,58.208255964746186,0.0316335132145866,21279.70329059576,0.0316335132145866,21279.70329059576,-0.0204440830993719,-0.2427791860360797,-0.0166371894476071,-0.3753241869637324,-0.0152847681444271,-0.4345410178929864,0.0002006348821334,-0.5255219393234547
51,2022-03-17,15.550000190734863,213300,16.020000457763672,ASLE,56.39373784118037,57.2094450039323,53.06104793904741,55.60153525683095,0.0853374892439191,24668.778778351058,0.0853374892439191,24668.778778351058,-0.0327884203333091,-0.0728654407765351,-0.0372169839269612,-0.2169882566520923,-0.0386528461343552,-0.293005385446233,-0.0280007082817946,-0.4245534021158164
52,2022-03-18,16.079999923706055,1108800,16.479999542236328,ASLE,60.07591074932712,83.43758440624025,55.76702820619976,78.96810169141203,0.1625463983902992,97355.0656769195,0.1625463983902992,97355.0656769195,-0.0398571852989227,-0.5477646696233976,-0.052437869153895,-0.694940669380085,-0.0573006985020759,-0.7559959349082083,-0.0529696756506974,-0.8544267038892758
53,2022-03-21,16.639999389648438,204500,16.389999389648438,ASLE,59.03098637736703,50.16757901117747,55.11942209747784,50.828833528887984,0.2140923024313732,82089.87832505046,0.2140923024313732,82089.87832505046,-0.0230565899533097,0.9680147818144312,-0.0386465329360754,0.5351180582895111,-0.0456086603887395,0.2826173298389063,-0.04589606915403,-0.2024380971618026
